Polnnaim%Sokrnaim%Adrefina%Domeimja%Nometele%INN%OGR%Infoo%Unna9%Unna10%Perefina%Otmeo%Dataobra
Общество с ограниченной ответственностью микрофинансовая компания «Саммит»%ООО МФК «Саммит»%123007, г. Москва, Хорошевское ш., д. 35, корп. 1, каб. 20%-; www.dobrozaim.ru%тел.: 84955404970%7728771940.0%1117746346244.0%2-11-01-77-000192%08.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
%%%%%%%%%%Привлечение денежных средств физических и юридических лиц%%
Новгородский фонд поддержки малого предпринимательства (микрокредитная компания)%Фонд МКК НФПМП%173021, Новгородская область, г. Великий Новгород, ул. Кочетова, д.30%fund@ncpp.ru; www.ncpp.ru%тел.: 88162670022, 88162670029, 88162670021, 88162670284%5321059541.0%1025300802603.0%6-11-02-53-000186%08.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Автономная некоммерческая организация «Микрокредитная компания «Агентство по поддержке малого и среднего бизнеса в Чувашской Республике»%АНО МКК «АПМБ»%428000, Чувашская Республика-Чувашия, г. Чебоксары, пр-кт. Ленина, зд. 12Б%mail@mb21.ru; www.апмб.рф, www.apmb.org%тел.: 88352489666%2130058291.0%1092100000640.0%7-11-05-21-000187%08.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд поддержки предпринимательства Республики Марий Эл»%МКК Фонд поддержки предпринимательства РМЭ%424033, Республика Марий Эл, г. Йошкар-Ола, ул. Эшкинина, д. 10Б, оф. 310%-; мойбизнес12.рф%тел.: 88362341964, 88362341954%1215046127.0%1021200774110.0%6-11-05-12-000166%08.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «Микрокредитная компания «Микроденьги»%ООО МКК «Микроденьги»%392027, Тамбовская область, г. Тамбов, ул. Свободная, д. 16, оф. 1%natella-tambov@mail.ru; http://microdengi.su/%тел.: + 7 (4752) 492-202%6829068435.0%1106829005634.0%2-11-01-68-000145%08.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ «ФРИСТАЙЛ»%ООО МКК «ФРИСТАЙЛ»%440020, Пензенская область, г. Пенза, ул. Володарского, стр. 23%003_dengi@mail.ru; http://dengi003.ru/%тел.: 88412990003%5836310830.0%1065836011801.0%2-11-05-58-000147%08.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Муниципальный фонд поддержки малого предпринимательства%МКК МФПМП%346330, Ростовская область, г. Донецк, пр-т Мира, д. 44%fonddon@mail.ru; https://mfpmpnov.ru%тел.: 88636820934%6145005116.0%1026102062095.0%6-11-03-61-000214%19.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Частный кредит»%МКК «ЧК» (ООО)%194295, г. Санкт-Петербург, вн.тер.г. муниципальный округ Сергиевское, пр-т Просвещения, д. 33, корп. 1, пом. 9-Н, оф. 7%yuri_merie@mail.ru; -%тел.: 89219322431%7802748442.0%1117847153720.0%2-11-02-78-000208%19.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Фонд поддержки предпринимательства%МКК Фонд поддержки предпринимательства%442962, Пензенская область, г. Заречный, пр. В.В. Демакова, д. 5%fond93@gmail.com; www.fond93.ru%тел.: 88412611848%5838070735.0%1065800027600.0%6-11-05-58-000229%22.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Фонд поддержки малого и среднего предпринимательства «Брянская Микрокредитная Компания»%Фонд «Брянская Микрокредитная Компания»%241050, Брянская область, г. Брянск, ул. Калинина, д. 38%ve@smb32.ru; www.mfo-fond.ru%тел.: 84832675252%3250690063.0%1113200000407.0%6-11-01-32-000251%26.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Архангельский региональный фонд «Развитие»%ФОНД «МКК Развитие»%163000, Архангельская область, г. Архангельск, ул. Набережная Северной Двины, д. 71%expert@cmf29.ru, buh@cmf29.ru; www.cmf29.ru%тел.: 88182464122, 88182639547%2901204067.0%1102900000477.0%6-11-02-29-000264%29.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «АБЛ-Финанс»%ООО МКК «АБЛ-Финанс»%600014, Владимирская область, г. Владимир, ул. Пос. РТС, д. 5 Г%ablfinans@gmail.com; http://www.ablfinance.ru/%тел.: 8-904-251-77-91%3328474857.0%1113328002600.0%2-11-01-33-000265%29.07.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд микрокредитования и поддержки субъектов малого и среднего предпринимательства Слюдянского района»%МКК «Фонд микрокредитования и поддержки СМСП Слюдянского района»%665904, Иркутская область, Слюдянский р-н, г. Слюдянка, ул. Ржанова, д. 4%fond.slyd@mail.ru; -%тел.: 83954451720, 89248294688%3848010058.0%1103800002327.0%6-11-07-38-000274%01.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания муниципальный Фонд поддержки малого предпринимательства г. Шахты%МКК МФ ПМП г. Шахты%346513, Ростовская область, г. Шахты, пер. Шишкина, д. 162, оф. 230%mfpmp@inbox.ru; -%тел.: 88636226079%6155026757.0%1026102779394.0%6-11-03-61-000290%02.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд микрокредитования малого и среднего предпринимательства города Усть-Кута и Усть-Кутского района»%МКК Фонд микрокредитования МСП города Усть-Кута и Усть-Кутского района%666781, Иркутская область, г. Усть-Кут, ул. Хорошилова, д. 2%fond39565@yandex.ru; -%тел.: 83956560414%3818029140.0%1113800001237.0%6-11-07-38-000286%02.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд развития предпринимательства Республики Саха (Якутия)»%МКК «Фонд РП РС (Я)»%677000, Республика Саха (Якутия), г. Якутск, ул. Орджоникидзе, д. 20%fondsakha@inbox.ru; www.fondsakha.ru%тел.: 84112342633, 84112425239%1435175512.0%1061400016226.0%6-11-08-14-000287%02.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Срочноденьги»%ООО МКК «Срочноденьги»%603022, Нижегородская область, г. Нижний Новгород, ул. Тимирязева, д. 15, корп. 2, пом. 403%-; www.srochnodengi.ru%тел.: 84951453355%5260271530.0%1105260001857.0%2-11-05-52-000304%03.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Джет Мани Микрофинанс»%ООО МКК «Джет Мани Микрофинанс»%125130, г. Москва, проезд Старопетровский, д. 7А, стр. 25, эт. 3, пом. 6%complaint@jetmoney.ru; www.smsfinance.ru; www.vivus.ru%тел.: 88007006887%5042119198.0%1115042003537.0%2-11-01-50-000301%03.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд развития и поддержки малого, среднего бизнеса муниципального образования Приозерский муниципальный район»%МКК «Фонд развития бизнеса»%188760, Ленинградская область, Приозерский р-н, г. Приозерск, ул. Ленина, д. 36%priozersk-fond@yandex.ru; www.biznesfond.ru, www.priozersk813.ru%тел.: 88137931862%4712018622.0%1024701648960.0%2-11-02-47-000336%09.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ «ГЛАВКРЕДИТ»%ООО МКК «ГЛАВКРЕДИТ»%654038, Кемеровская область - Кузбасс, г. Новокузнецк, ул. Тореза (Заводской р-н), д. 43, корп. А%-; www.kredit-42.ru%тел.: 83843770760; факс: 83843770760%4218108151.0%1104218001964.0%2-11-07-42-000335%09.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Акционерное общество «Микрофинансовая компания предпринимательского финансирования Пермского края»%АО «Микрофинансовая компания Пермского края»%614096, Пермский край, г.о. Пермский, г. Пермь, ул. Ленина, д. 68, оф. 307%info@pcrp.ru; www.mfk59.ru%тел.: 83422076057%5902198365.0%1065902037090.0%4-11-05-59-000364%12.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
%%%%%%%%%%Привлечение денежных средств физических и юридических лиц%%
Некоммерческая организация микрокредитная компания «Фонд микрофинансирования субъектов малого и среднего предпринимательства в Ставропольском крае»%МКК Ставропольский краевой фонд микрофинансирования%355002, Ставропольский край, г. Ставрополь, ул. Пушкина, д. 25а, пом. 88-107%skfm@microfond26.ru; www.microfond26.ru%тел.: 88002014151, 88652240594, 88652354165, 88652357207%2634091033.0%1102600002570.0%6-11-04-26-000359%12.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Автономная некоммерческая организация «Фонд гарантий и развития предпринимательства Псковской области» (Микрокредитная компания)%АНО «ФГРП ПО» (МКК)%180000, Псковская область, г. Псков, ул. Гоголя, д. 14%office@msp60.ru; www.msp60.ru%тел.: +78112331337%6027123709.0%1096000000689.0%7-11-02-60-000351%12.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд микрокредитования и поддержки субъектов малого и среднего предпринимательства Казачинско-Ленского района»%МКК ФМПСМСП Казачинско-Ленского района%666511, Иркутская область, Казачинско-Ленский р-н, с. Казачинское, ул. Лесная, д. 20%-; -%тел.: 83956221347%3818028354.0%1103800003009.0%6-11-07-38-000369%22.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд поддержки малого предпринимательства Ангарского городского округа»%МКК «ФПМП АГО»%665835, Иркутская область, г. Ангарск, 84-й квартал, д. 21, оф. 116%-; www.fpmp38.com%тел.: -%3801105025.0%1093800002372.0%6-11-07-38-000417%25.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Некоммерческая микрокредитная компания «Алтайский фонд финансирования предпринимательства»%МКК Фонд Финансирования%656056, Алтайский край, г. Барнаул, ул. Мало-Тобольская, д. 19%uvarov@altfond.ru; afmz.ru%тел.: 83852538070%2221171632.0%1092202000549.0%6-11-07-22-000434%29.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания Займ-Экспресс%ООО МКК Займ-Экспресс%123376, г. Москва, пер. Б. Трехгорный, д. 1/26, стр. 7, комн. №1-№12%otvet@zaim-express.ru; www.zaim-express.ru%тел.: 88003330202%7703739359.0%1117746180870.0%2-11-01-77-000440%29.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Муниципальное автономное учреждение Микрокредитная компания «Центр развития предпринимательства»%МАУ МКК «ЦРП»%692446, Приморский край, г. Дальнегорск, ул. Сухановская, д. 1%mfocrp@list.ru; http://mfocrp.ru/%тел.: 84237327169, 89241202958%2505012795.0%1102505000531.0%7-11-08-25-000426%29.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «Центр Денежной Помощи»%ООО МКК «ЦДП»%164500, Архангельская область, г. Северодвинск, ул. Комсомольская, д. 34А, эт. 2%-; www.центр-денежной-помощи.рф%тел.: 88003028302%2902070715.0%1112932002149.0%2-11-02-29-000441%30.08.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрофинансовая компания «Мани Мен»%ООО МФК «Мани Мен»%121096, г. Москва, ул. Василисы Кожиной, д. 1, оф. Д13%gos@moneyman.ru; https://moneyman.ru%тел.: 88007755576, 84956662125%7704784072.0%1117746442670.0%2-11-01-77-000478%25.10.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
%%%%%%%%%%Привлечение денежных средств физических и юридических лиц%%
Общество с ограниченной ответственностью микрокредитная компания «Империалъ»%ООО МКК «Империалъ»%162614, Вологодская область, г. Череповец, пр-т Победы, д. 58б, оф. 1%imperial500@bk.ru; http://imperial.cash/%тел.: 88202570999, 88202571299%3524013757.0%1103536001535.0%2-11-02-35-000653%25.10.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «А КАПИТАЛ»%ООО МКК «А КАПИТАЛ»%603105, Нижегородская область, г. Нижний Новгород, ул. Ванеева, д. 127, оф. 35%Aktivedengi.nn@gmail.com; www.aktivdengi.com%тел.: 8(831)463-64-65%5262254450.0%1105262006409.0%2-11-05-52-000658%25.10.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Белгородский областной фонд поддержки малого и среднего предпринимательства%Фонд МКК БОФПМСП%308033, Белгородская область, г. Белгород, ул. Королева, д. 2А, офис 507%fond-biznesa@mail.ru; www.mb31.ru%тел.: 84722527143; факс: 527144%3123095826.0%1033107019582.0%6-11-01-31-000505%25.10.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрофинансовая компания «КарМани»%ООО МФК «КарМани»%119019, г. Москва, ул. Воздвиженка, д. 9, стр. 2, пом. 1%info@carmoney.ru; www.carmoney.ru%тел.: 88006009393%7730634468.0%1107746915781.0%2-11-01-77-000471%25.10.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
%%%%%%%%%%Привлечение денежных средств физических и юридических лиц%%
Общество с ограниченной ответственностью «Микрокредитная компания Деньги Сейчас»%ООО «МКК Деньги Сейчас»%603057, Нижегородская область, г. Нижний Новгород, пр-т Гагарина, д. 52, пом. П3%ds@dengi-seichas.com; https://dengi-seichas.ru/%тел.: 88005503433%5259096450.0%1115259009205.0%2-11-05-52-000526%25.10.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд поддержки малого и среднего предпринимательства города Зимы и Зиминского района»%МКК «Фонд поддержки МиСП г. Зимы и Зиминского р-на»%665390, Иркутская область, г. Зима, ул. Коммунистическая, д. 44%mfp_admzima2013@mail.ru; -%тел.: 89086448644, 89041318776%3814997510.0%1113850040963.0%6-11-07-38-000670%27.10.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Некоммерческая организация - микрокредитная компания «Новошахтинский муниципальный фонд поддержки малого предпринимательства»%НО МКК «НМФПМП»%346918, Ростовская область, г. Новошахтинск, ул. Советская, д. 10%mfpmpnov@mail.ru; http://mfpmpnov.ru%тел.: 88636920346%6151009581.0%1026102483428.0%6-11-03-61-000671%02.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд поддержки предпринимательства Куйтунского района»%МКК «Фонд ПП Куйтунского района»%665302, Иркутская область, р.п. Куйтун, ул. Писецкого, д. 2Б, кв. 3%fond_kuitun@mail.ru; -%тел.: +7 (395) 365-11-55, +79501157414, +79245472755%3814016990.0%1113800001380.0%6-11-07-38-000693%08.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «Микрокредитная компания «ЭКСПРЕСС-КРЕДИТ»%ООО «МКК «ЭКСПРЕСС-КРЕДИТ»%302025, Орловская область, г. Орел, Московское ш., д.137, корп. 5, пом. 24%labuzov04@yandex.ru; экспресс-кредит-орел.online%тел.: 84862331242%5754006412.0%1075742001554.0%2-11-01-57-000682%08.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью микрокредитная компания «Микрозайм-СТ»%ООО МКК «Микрозайм-СТ»%353600, Краснодарский край, ст. Староминская, ул. Коммунаров, д. 102%-; microzaim-st.ru%тел.: 89034558501%2350980092.0%1112371000257.0%2-11-03-23-000751%08.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Фонд поддержки малого предпринимательства Республики Бурятия%МКК Фонд ПМП РБ%670031, Республика Бурятия, г. Улан-Удэ, ул. Бабушкина, д 14, к.а%fond03@mail.ru; FOND03.RU%тел.: 83012378448%323072429.0%1020300978147.0%6-11-02-03-000728%08.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Автономное муниципальное учреждение «Центр поддержки субъектов предпринимательства» муниципального образования «Усть-Коксинский район» Республики Алтай%МКК АМУ «Центр поддержки предпринимательства» МО «Усть-Коксинский район» РА%649490, Республика Алтай, Усть-Коксинский район, село Усть-Кокса, ул. Харитошкина, д. 3%admkoksa@rambler.ru; -%тел.: 83884822436%406005634.0%1100404000575.0%8-11-07-04-000729%08.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд поддержки малого и среднего предпринимательства Байкальского муниципального образования»%МКК «ФПМ и СПБМО»%665932, Иркутская область, Слюдянский район, г. Байкальск, микрорайон Гагарина, д. 207А, оф. 2%-; fondbaik.ru%тел.: -%3848002314.0%1103800001458.0%6-11-07-38-000711%08.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания Муниципальный фонд местного развития и поддержки предпринимательства Октябрьского района Ростовской области%МКК Фонд местного развития%346480, Ростовская область, Октябрьский р-н, р.п. Каменоломни, ул. Комсомольская, д. 4Б%octobfond@mail.ru; -%тел.: 88636022673%6125019760.0%1026101410356.0%6-11-03-61-000717%08.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «ИР Финанс»%ООО МКК «ИР Финанс»%362001, Республика Северная Осетия-Алания, г. Владикавказ, пр-т Мира, д. 1%-; www.irfinancemfo.ru%тел.: 88672441555%1513004958.0%1111513001302.0%2-11-04-15-000718%08.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Фонд поддержки малого и среднего предпринимательства - микрокредитная компания МО «Город Гатчина»%МСП Фонд МКК МО «Город Гатчина»%188300, Ленинградская область, г. Гатчина, пр-т 25 Октября, д. 28а, пом. VIII%-; http://gatchina.813.ru/%тел.: 88137133844%4705014634.0%1024701242114.0%6-11-02-47-000722%08.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Агентство правовых технологий»%ООО МКК «Агентство правовых технологий»%603000, Нижегородская область, г. Нижний Новгород, ул. Ильинская, д. 91, кв. 5%-; www.aptnn.ru, www.moneyqlo.ru%тел.: 89087346211%5260170290.0%1065260096770.0%2-11-05-52-000791%17.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Акционерное Общество Микрофинансовая компания «Мани Капитал»%АО МФК «МК»%443068, Самарская область, г.о. Самара, г. Самара, ВН.Р-Н ОКТЯБРЬСКИЙ, ул. ПР-КТ МАСЛЕННИКОВА, д. 8, эт. 1%info@moneykapital.ru; https://moneykapital.ru/%тел.: 88007750839%6316103050.0%1056316050790.0%3-11-05-63-000807%17.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
%%%%%%%%%%Привлечение денежных средств физических и юридических лиц%%
Общество с ограниченной ответственностью Микрокредитная компания «Выручай-Деньги»%ООО МКК «Выручай-Деньги»%241035, Брянская область, г.о. город Брянск, г. Брянск, ул. Бурова, д. 20, пом. I, оф. 204%elena.zubritskaya@vyruchaidengi.ru; www.vyruchaidengi.ru, www.vdplatinum.ru%тел.: 89610002381; 89610000577%3255517143.0%1113256019469.0%2-11-01-32-000808%17.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью «Микрокредитная компания «Агентство малого кредитования»%ООО «МКК «АМК»%426008, Удмуртская Республика, г. Ижевск, пер. Северный, д. 52, пом. 62-65%info@manymo.ru; manymo.ru, манимо.рф%тел.: 88127401145, 83412311131%1831137359.0%1091831005892.0%2-11-05-18-000809%17.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Микрокредитная компания «Фонд микрофинансирования Курганской области»%МКК Фонд микрофинансирования Курганской области%640021, Курганская область, г. Курган, ул. Бурова-Петрова, д. 112, оф. 324%garantfond.45ru@yandex.ru; https://fmf45.ru/%тел.: 88002504731%4501153372.0%1094500000418.0%6-11-06-45-000758%17.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
Общество с ограниченной ответственностью Микрокредитная компания «Кредитка»%ООО МКК «Кредитка»%662971, Красноярский край, г. Железногорск, ул. Ленина, д. 44, пом. 39%kreditka24@mail.ru; -%тел.: 83919770717%2452039007.0%1112452000418.0%2-11-07-24-000760%17.11.2011%Микрофинансовая деятельность%Предоставление микрозаймов (микрофинансирование)%%
