Polnnaim%Sokrnaim%Adrefina%Domeimja%Nometele%INN%OGR%Infoo%Unna9%Unna10%Perefina%Otmeo%Dataobra
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ОЛНИ"""%"ООО ""ЛОМБАРД ОЛНИ"""%426009, Удмуртская Республика, г. ИЖЕВСК, УЛИЦА ПАРКОВАЯ, 13%olni2@mail.ru; https://lombard-olni.business.site/%тел.: +7 (341) 251-02-21%1833015451.0%1021801506726.0%-%28.11.2007%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""АЗАРТ"""%"ООО ЛОМБАРД ""АЗАРТ"""%655017, Республика Хакасия, г. АБАКАН, УЛИЦА СОВХОЗНАЯ, 126%azart.2008@mail.ru; -%тел.: +7 (933) 330-27-67, +7 (923) 219-33-92%1901055110.0%1021900517451.0%-%16.11.2009%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРБАТ ЛОМБАРД"""%"ООО ""АРБАТ ЛОМБАРД"""%428003, Чувашская Республика-Чувашия, г. ЧЕБОКСАРЫ, УЛ. К.МАРКСА, Д. 17/12, ЭТ/ПОМ 1/5%lomb2014@yandex.ru; -%тел.: +7 (835) 262-73-43%2128027345.0%1022101139532.0%-%06.05.2009%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""АГАФИТ"""%"ООО ЛОМБАРД ""АГАФИТ"""%656044, Алтайский край, г. БАРНАУЛ, УЛ. ПОПОВА, Д.43, КВ.2%agafit@yandex.ru; lombard22.ru%тел.: +7 (963) 537-15-15%2223035515.0%1022201380695.0%-%03.12.2007%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ЗЛАТО"""%"ООО ""ЛОМБАРД ЗЛАТО"""%656011, Алтайский край, г. БАРНАУЛ, ПРОСПЕКТ ЛЕНИНА, 131%Lom22-sib@yandex.ru; Lom22.ru%тел.: +7 (385) 277-33-13%2224000113.0%1022201513916.0%-%19.10.2006%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРОН-ИНВЕСТ"" ЛОМБАРД"%"ООО ""АРОН-ИНВЕСТ"" ЛОМБАРД"%656037, Алтайский край, г. БАРНАУЛ, ПРОСПЕКТ ЛЕНИНА, 173%aroninvest@mail.ru; -%тел.: +7 (385) 277-67-25%2224042699.0%1022201527127.0%-%19.12.2007%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ""ЛЭНД"""%"ООО ""ЛОМБАРД ""ЛЭНД"""%658080, Алтайский край, г. НОВОАЛТАЙСК, УЛ. ОБСКАЯ, Д.3%izdat-vn@mail.ru; https//vk.com/lombard_land%тел.: +7 (385) 322-32-16%2263007680.0%1022202409360.0%-%05.05.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ""КРЕДИТ АМ"""%"ООО ""ЛОМБАРД ""КРЕДИТ АМ"""%352900, Краснодарский край, г. АРМАВИР, УЛИЦА ДЗЕРЖИНСКОГО, 93, 3%kreditam-lombard@mail.ru; -%тел.: +7 (989) 807-20-39%2302043692.0%1022300628877.0%-%14.02.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ""ЭКСПРЕСС-СЕРВИС"""%"ООО ""ЛОМБАРД ""ЭКСПРЕСС-СЕРВИС"""%352900, Краснодарский край, г. АРМАВИР, УЛ. РОЗЫ ЛЮКСЕМБУРГ, Д.146, -, -%ekspress-servis_arm@mail.ru; -%тел.: +7 (918) 263-50-46%2302033165.0%1022300637336.0%-%19.03.2009%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД НЕФРИТ"""%"ООО ""ЛОМБАРД НЕФРИТ"""%352637, Краснодарский край, М.Р-Н БЕЛОРЕЧЕНСКИЙ, Г.П. БЕЛОРЕЧЕНСКОЕ, Г. БЕЛОРЕЧЕНСК, УЛ. ИНТЕРНАЦИОНАЛЬНАЯ, Д. 18, ПОМЕЩ. 53%nefrit-lombard@mail.ru; -%тел.: +7 (918) 420-82-05, +7 (928) 291-11-55%2303018988.0%1022300717471.0%-%27.11.2015%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ОСТА"""%"ООО ""ЛОМБАРД ОСТА"""%353389, Краснодарский край, КРЫМСКИЙ РАЙОН, г. КРЫМСК, УЛИЦА ПИОНЕРСКАЯ, 22%osta1953@mail.ru; -%тел.: +7 (918) 390-82-42%2337026176.0%1022304063176.0%-%09.12.2010%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""РАДУГА"""%"ООО ЛОМБАРД ""РАДУГА"""%353567, Краснодарский край, СЛАВЯНСКИЙ РАЙОН, г. СЛАВЯНСК-НА-КУБАНИ, УЛИЦА КРАСНАЯ, Д. 1%n_krays@mail.ru; -%тел.: +7 (861) 464-39-17, +7 (918) 645-46-75%2349023148.0%1022304646550.0%-%24.06.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД СОЦИАЛЬНЫЕ КРЕДИТЫ"""%"ООО ""ЛОМБАРД СОЦ-КРЕДИТЫ"""%353560, Краснодарский край, СЛАВЯНСКИЙ РАЙОН, г. СЛАВЯНСК-НА-КУБАНИ, УЛИЦА ЛЕНИНА, 19/2%1137116@mail.ru; -%тел.: +7 (918) 113-71-16, +7 (861) 462-10-98%2349023268.0%1022304652370.0%-%18.01.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ""СЭЛДОМ"""%"ООО ""ЛОМБАРД ""СЭЛДОМ"""%663302, Красноярский край, Г.О. ГОРОД НОРИЛЬСК, Г. НОРИЛЬСК, УЛ. КОМСОМОЛЬСКАЯ, Д. 31%valdem38@mail.ru; -%тел.: +7 (903) 918-38-84%2457046167.0%1022401629722.0%-%05.06.2009%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ""ТИП-ТОП"""%"ООО ""ЛОМБАРД ""ТИП-ТОП"""%660021, Красноярский край, г. КРАСНОЯРСК, УЛИЦА ЛЕНИНА, 128%zolotoi-telenok@bk.ru; tiptop24.ru%тел.: +7 (391) 205-21-96%2460022913.0%1022401800959.0%-%26.12.2007%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД РУБИН-ДТ"""%"ООО ""ЛОМБАРД РУБИН-ДТ"""%660112, Красноярский край, г. КРАСНОЯРСК, УЛИЦА КРАСНОДАРСКАЯ, ДОМ 35, КВАРТИРА 53%serg-t01@mail.ru; -%тел.: +7 (902) 970-82-69, +7 (908) 200-47-60%2462025109.0%1022402056676.0%-%25.08.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД АГАТ"""%"ООО ""ЛОМБАРД АГАТ"""%357601, Ставропольский край, г. ЕССЕНТУКИ, УЛ. СОВЕТСКАЯ, Д. 36, -, -%lombard.agat2014@yandex.ru; -%тел.: +7 (879) 346-51-74%2626028736.0%1022601225723.0%-%11.02.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""ГРАН"""%"ООО ЛОМБАРД ""ГРАН"""%355000, Ставропольский край, г. СТАВРОПОЛЬ, УЛИЦА 50 ЛЕТ ВЛКСМ, 8, 1%rfm@golden-artel.ru; -%тел.: +7 (962) 402-36-16%2635062236.0%1022601967442.0%-%24.03.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОНСКОЙ ЛОМБАРД"""%"ООО ""ДОНСКОЙ ЛОМБАРД"""%356170, Ставропольский край, Р-Н ТРУНОВСКИЙ, С. ДОНСКОЕ, УЛ. КООПЕРАТИВНАЯ, ЗД. 26%donlombard@yandex.ru; -%тел.: +7 (865) 463-11-10%2621005661.0%1022603025202.0%-%09.12.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""КОНТО"""%"ООО ЛОМБАРД ""КОНТО"""%681000, Хабаровский край, г. КОМСОМОЛЬСК-НА-АМУРЕ, ПРОСПЕКТ МИРА, 40%lombard.konto@gmail.com; -%тел.: +7 (421) 754-85-45%2726004136.0%1022700522503.0%-%22.09.2009%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ГОРОДСКОЙ ЦЕНТР РАСЧЕТОВ"""%"ООО ""ЛОМБАРД ГЦР"""%680000, Хабаровский край, г. ХАБАРОВСК, БУЛЬВАР УССУРИЙСКИЙ, 9, 1%alex-782011@mail.ru, ooo_lgcr@mail.ru; -%тел.: +7 (421) 255-65-97, +7 (421) 230-26-28%2721096951.0%1022700915775.0%-%05.06.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНАНСОВО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ДЕЛЬТА"" ЛОМБАРД"""%"ООО ""ФПК ""ДЕЛЬТА"" ЛОМБАРД"""%414006, Астраханская область, г. АСТРАХАНЬ, УЛ. АРИСТОВА, ДОМ 24, ПОМЕЩЕНИЕ 6%deltalomb@mail.ru; delta-lombard.ru%тел.: +7 (851) 252-39-62%3018014218.0%1023000824978.0%-%10.01.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""АВАНТАЖНЫЙ"""%"ООО ЛОМБАРД ""АВАНТАЖНЫЙ"""%309560, Белгородская область, М.Р-Н ЧЕРНЯНСКИЙ, Г.П. ПОСЕЛОК ЧЕРНЯНКА П ЧЕРНЯНКА, УЛ. ОКТЯБРЬСКАЯ, Д. 11, ПОМЕЩ. 1%st.sveta3@gmail.com, atamankinnikolay@gmail.com; -%тел.: +7 (910) 367-03-95, +7 (910) 367-03-94%3119005065.0%1023101266990.0%-%09.07.2010%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАРЫЙ ЛОМБАРД"""%"ООО ""СТАРЫЙ ЛОМБАРД"""%309504, Белгородская область, г. СТАРЫЙ ОСКОЛ, МИКРОРАЙОН ПРИБОРОСТРОИТЕЛЬ, 28%starylombard@yandex.ru; -%тел.: +7 (472) 544-22-50%3128005216.0%1023102367639.0%-%10.02.2009%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""САТУРН ПЛЮС"""%"ООО ЛОМБАРД ""САТУРН ПЛЮС"""%601501, Владимирская область, г. ГУСЬ-ХРУСТАЛЬНЫЙ, УЛИЦА КАЛИНИНА, 19/16%saturn_m@mail.ru; -%тел.: +7 (492) 412-89-25%3304010020.0%1023300594195.0%-%05.12.2007%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""ДИАМАНТ"""%"ООО ЛОМБАРД ""ДИАМАНТ"""%602267, Владимирская область, г. МУРОМ, УЛИЦА МОСКОВСКАЯ, 9%Lommant@yandex.ru; -%тел.: +7 (915) 797-57-91, +7 (492) 343-06-94%3334000950.0%1023302151036.0%-%31.01.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД НА ГАГАРИНА"""%"ООО ""ЛОМБАРД НА ГАГАРИНА"""%600000, Владимирская область, г. ВЛАДИМИР, УЛИЦА ГАГАРИНА, 4_А, -, -%lombard-na-gagarina@yandex.ru; -%тел.: +7 (492) 232-72-81%3329021867.0%1023303352346.0%-%24.05.2006%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ""СЕРЕБРЯНЫЙ СУНДУЧОК"""%"ООО ""ЛОМБАРД ""СЕРЕБРЯНЫЙ СУНДУЧОК"""%404130, Волгоградская область, г. ВОЛЖСКИЙ, ПЕРЕУЛОК СКЛАДСКОЙ, ДОМ 2%lombardss@mail.ru; http://www.lombardss.ru%тел.: +7 (905) 331-77-71, +7 (960) 882-10-82%3435041216.0%1023402009180.0%-%30.03.2006%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""РУССКОЕ ЗАЛОГОВОЕ ТОВАРИЩЕСТВО"""%"ООО ЛОМБАРД ""РЗТ"""%400033, Волгоградская область, г. ВОЛГОГРАД, УЛ. ИМ. МЕНЖИНСКОГО, Д. 11, К. А%Lombard_rzt@mail.ru; https://lombard-rzt.ru/%тел.: +7 (844) 279-72-13%3441007245.0%1023402458969.0%-%29.12.2007%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""МЕРИДИАН"""%"ООО ЛОМБАРД ""МЕРИДИАН"""%400007, Волгоградская область, г. ВОЛГОГРАД, УЛИЦА ТАРАЩАНЦЕВ, 7%lmeridian@yandex.ru; www.lmerid.ru%тел.: +7 (905) 335-17-80%3442042845.0%1023402632769.0%-%25.04.2017%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ""КРИСТАЛЛ"""%"ООО ""ЛОМБАРД ""КРИСТАЛЛ"""%400117, Волгоградская область, Г.О. ГОРОД-ГЕРОЙ ВОЛГОГРАД, Г. ВОЛГОГРАД, УЛИЦА 8-Й ВОЗДУШНОЙ АРМИИ, Д. 58А, ОФИС 4%Lombard-KDS@yandex.ru; -%тел.: +7 (844) 291-40-77%3443039362.0%1023402977058.0%-%04.11.2004%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРОДСКОЙ ЛОМБАРД"""%"ООО ""ГОРОДСКОЙ ЛОМБАРД"""%400066, Волгоградская область, г. ВОЛГОГРАД, УЛИЦА ОРЛОВСКАЯ, 20, --, --%gorodskoy-lombard34@yandex.ru; www.gorodskoy-lombard.ru%тел.: +7 (844) 238-53-92%3444087908.0%1023403436946.0%-%17.12.2004%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""РАНТЬЕ"""%"ООО ЛОМБАРД ""РАНТЬЕ"""%400074, Волгоградская область, г. ВОЛГОГРАД, УЛИЦА РАБОЧЕ-КРЕСТЬЯНСКАЯ, ДОМ 35%lombard_vlg@mail.ru; -%тел.: +7 (844) 295-88-02%3445042882.0%1023403850370.0%-%20.03.2006%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ЦАРИЦЫН"""%"ООО ""ЛОМБАРД ЦАРИЦЫН"""%400120, Волгоградская область, Г.О. ГОРОД-ГЕРОЙ ВОЛГОГРАД, Г. ВОЛГОГРАД, УЛ. ЕЛЕЦКАЯ, ДВЛД. 6, ПОМЕЩ. 1003%384982@mail.ru, info@lombard.ooo; https://lombard.ooo, https://monetaauto.ru, https://shop.lombard.ooo%тел.: +7 (844) 238-49-82, +7 (844) 296-60-06, +7 (800) 222-60-50; факс: +7 (844) 238-49-82%3445040331.0%1023403854165.0%-%16.02.2005%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД-АНТЕЙ"""%"ООО ""ЛОМБАРД-АНТЕЙ"""%400080, Волгоградская область, г. ВОЛГОГРАД, УЛИЦА 40 ЛЕТ ВЛКСМ, 8%lombardantei@mail.ru; -%тел.: +7 (844) 265-64-29, +7 (844) 233-10-27%3448016440.0%1023404357503.0%-%24.11.2004%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕБРЯКОВСКИЙ ЛОМБАРД"""%"ООО ""СЕБРЯКОВСКИЙ ЛОМБАРД"""%403343, Волгоградская область, г. МИХАЙЛОВКА, УЛИЦА ОБОРОНЫ, ДОМ 65/3%sebr-lombard2010@yandex.ru; -%тел.: +7 (961) 080-66-41, +7 (844) 632-67-00, +7 (844) 632-66-67%3437004611.0%1023405568317.0%-%28.08.2008%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТРАЛЬНЫЙ ЛОМБАРД"""%"ООО ""ЦЕНТРАЛЬНЫЙ ЛОМБАРД"""%160000, Вологодская область, г. ВОЛОГДА, ПРОСПЕКТ ПОБЕДЫ, ДОМ 7, ОФИС 1%1102lombard@mail.ru; -%тел.: +7 (817) 276-95-96%3525100265.0%1023500893536.0%-%07.02.2005%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР"" ЛОМБАРД"%"ООО ""СЕВЕР"" ЛОМБАРД"%162677, Вологодская область, ЧЕРЕПОВЕЦКИЙ РАЙОН, ДЕРЕВНЯ ЯСНАЯ ПОЛЯНА, УЛИЦА ЭНЕРГЕТИКОВ, 10%sever99sever@yandex.ru; -%тел.: +7 (820) 259-68-30%3523000280.0%1023502290283.0%-%24.12.2009%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД-ВЕРСАЛЬ"""%"ООО ""ЛОМБАРД-ВЕРСАЛЬ"""%397160, Воронежская область, БОРИСОГЛЕБСКИЙ РАЙОН, г. БОРИСОГЛЕБСК, УЛИЦА ЮБИЛЕЙНАЯ, 90, -, -%egor.elena@mail.ru; -%тел.: +7 (473) 546-22-96%3604013431.0%1023600609823.0%-%24.12.2009%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ВИГА"""%"ООО ""ЛОМБАРД ВИГА"""%396650, Воронежская область, РОССОШАНСКИЙ РАЙОН, г. РОССОШЬ, УЛИЦА ДЗЕРЖИНСКОГО, Д.54 - А%vik-kachalin@mail.ru; -%тел.: +7 (910) 345-19-30%3627018355.0%1023601234634.0%-%06.11.2007%Деятельность ломбарда%Предоставление краткосрочных займов гражданам и хранение вещей%%
