%%%%%%%ОС № 2619 - 03%22.01.2018%Обязательное страхование гражданской ответственности владельцев транспортных средств%Обязательное страхование гражданской ответственности владельцев транспортных средств%%
АКЦИОНЕРНОЕ ОБЩЕСТВО «АСТРАМЕД-МС» (СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ)%АО «АСТРАМЕД-МС» (СМК)%620073, Свердловская область, г. Екатеринбург, ул. Крестинского, д. 46, к. А, офис 303%info@astramed-ms.ru; www.astramed-ms.ru%тел.: 8 (343) 380-53-96; факс: 8 (343) 385-90-16%6685000585.0%1126679000150.0%СЛ № 1372%17.04.2023%Добровольное личное страхование, за исключением добровольного страхования жизни%Медицинское страхование%%
"Общество с ограниченной ответственностью ""Зетта Страхование"""%"ООО ""Зетта Страхование"""%121087, Город Москва, г. Москва, проезд Багратионовский, дом 7, корпус 11%info@zettains.ru; www.zettains.ru%тел.: 8 (495)967-17-81%7710280644.0%1027739205240.0%СЛ № 1083%24.06.2015%Добровольное личное страхование, за исключением добровольного страхования жизни%Страхование от несчастных случаев и болезней%%
%%%%%%%%%%Медицинское страхование%%
%%%%%%%СИ № 1083%24.06.2015%Добровольное имущественное страхование%Страхование средств наземного транспорта (за исключением средств железнодорожного транспорта)%%
%%%%%%%%%%Страхование средств железнодорожного транспорта%%
%%%%%%%%%%Страхование средств воздушного транспорта%%
%%%%%%%%%%Страхование средств водного транспорта%%
%%%%%%%%%%Страхование грузов%%
%%%%%%%%%%Сельскохозяйственное страхование (страхование урожая, сельскохозяйственных культур, многолетних насаждений, животных)%%
%%%%%%%%%%Страхование имущества юридических лиц, за исключением транспортных средств и сельскохозяйственного страхования%%
%%%%%%%%%%Страхование имущества граждан, за исключением транспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев автотранспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств воздушного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств водного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств железнодорожного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности организаций, эксплуатирующих опасные объекты%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда вследствие недостатков товаров, работ, услуг%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда третьим лицам%%
%%%%%%%%%%Страхование гражданской ответственности за неисполнение или ненадлежащее исполнение обязательств по договору%%
%%%%%%%%%%Страхование предпринимательских рисков%%
%%%%%%%%%%Страхование финансовых рисков%%
%%%%%%%ОС № 1083 - 03%24.06.2015%Обязательное страхование гражданской ответственности владельцев транспортных средств%Обязательное страхование гражданской ответственности владельцев транспортных средств%%
%%%%%%%ОС № 1083 - 04%24.06.2015%Обязательное страхование гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте%Обязательное страхование гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте%%
%%%%%%%ОС № 1083 - 05%24.06.2015%Обязательное страхование гражданской ответственности перевозчика за причинение при перевозках вреда жизни, здоровью, имуществу пассажиров%Обязательное страхование гражданской ответственности перевозчика за причинение при перевозках вреда жизни, здоровью, имуществу пассажиров%%
%%%%%%%ОС № 1083 - 02%23.12.2019%Обязательное государственное страхование жизни и здоровья военнослужащих в соответствии с федеральным законом от 28.03.1998 № 52-ФЗ%Обязательное государственное страхование жизни и здоровья военнослужащих, граждан, призванных на военные сборы, лиц рядового и начальствующего состава органов внутренних дел Российской Федерации, Государственной противопожарной службы, сотрудников учреждений и органов уголовно-исполнительной системы%%
"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ"""%"ООО ""СК КАРДИФ"""%127015, Город Москва, г. Москва, улица Новодмитровская, дом 2, корпус 1, этаж 18, пом. СХ%www.cardif.ru%тел.: 8(495)287-77-85; факс: 8 (495) 287-77-83%7714701780.0%1077757490920.0%СЛ № 4104%18.07.2018%Добровольное личное страхование, за исключением добровольного страхования жизни%Страхование от несчастных случаев и болезней%%
%%%%%%%%%%Медицинское страхование%%
%%%%%%%СИ № 4104%18.07.2018%Добровольное имущественное страхование%Страхование средств наземного транспорта (за исключением средств железнодорожного транспорта)%%
%%%%%%%%%%Страхование средств железнодорожного транспорта%%
%%%%%%%%%%Страхование средств воздушного транспорта%%
%%%%%%%%%%Страхование средств водного транспорта%%
%%%%%%%%%%Страхование грузов%%
%%%%%%%%%%Сельскохозяйственное страхование (страхование урожая, сельскохозяйственных культур, многолетних насаждений, животных)%%
%%%%%%%%%%Страхование имущества юридических лиц, за исключением транспортных средств и сельскохозяйственного страхования%%
%%%%%%%%%%Страхование имущества граждан, за исключением транспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев автотранспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств воздушного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств водного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств железнодорожного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности организаций, эксплуатирующих опасные объекты%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда вследствие недостатков товаров, работ, услуг%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда третьим лицам%%
%%%%%%%%%%Страхование гражданской ответственности за неисполнение или ненадлежащее исполнение обязательств по договору%%
%%%%%%%%%%Страхование предпринимательских рисков%%
%%%%%%%%%%Страхование финансовых рисков%%
"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа"""%"ООО СК ""НСГ"""%123001, Город Москва, г. Москва, переулок Вспольный, дом 18, строение 2, помещение 12, этаж 2%info@nsg-ins.ru; www.nsg-ins.ru%тел.: 8 (495) 926-72-70, 8 (495) 788-81-15; факс: 8 (495) 788-81-16%7716227728.0%1037716006360.0%СИ № 3847%22.04.2020%Добровольное имущественное страхование%Страхование средств наземного транспорта (за исключением средств железнодорожного транспорта)%%
%%%%%%%%%%Страхование средств железнодорожного транспорта%%
%%%%%%%%%%Страхование средств воздушного транспорта%%
%%%%%%%%%%Страхование средств водного транспорта%%
%%%%%%%%%%Страхование грузов%%
%%%%%%%%%%Сельскохозяйственное страхование (страхование урожая, сельскохозяйственных культур, многолетних насаждений, животных)%%
%%%%%%%%%%Страхование имущества юридических лиц, за исключением транспортных средств и сельскохозяйственного страхования%%
%%%%%%%%%%Страхование имущества граждан, за исключением транспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев автотранспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств воздушного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств водного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств железнодорожного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности организаций, эксплуатирующих опасные объекты%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда вследствие недостатков товаров, работ, услуг%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда третьим лицам%%
%%%%%%%%%%Страхование гражданской ответственности за неисполнение или ненадлежащее исполнение обязательств по договору%%
%%%%%%%%%%Страхование предпринимательских рисков%%
%%%%%%%%%%Страхование финансовых рисков%%
%%%%%%%СЛ № 3847%22.04.2020%Добровольное личное страхование, за исключением добровольного страхования жизни%Страхование от несчастных случаев и болезней%%
%%%%%%%%%%Медицинское страхование%%
%%%%%%%ОС № 3847 - 04%22.04.2020%Обязательное страхование гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте%Обязательное страхование гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте%%
"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни"""%"ООО ""ВСК-Линия жизни"""%121552, Город Москва, г. Москва, улица Островная, дом 4%infolife@vsk.ru; www.vsklife.ru%тел.: 8 (800) 775-55-37, +7 (495) 727-44-44, 8 (495) 785-27-76, 8 (495) 785-27-77; факс: 8 (495) 624-34-34%7730175542.0%1047730001813.0%СЖ № 3866%18.05.2015%Добровольное страхование жизни%Страхование жизни на случай смерти, дожития до определенного возраста или срока либо наступления иного события%%
%%%%%%%%%%Пенсионное страхование%%
%%%%%%%%%%Страхование жизни с условием периодических страховых выплат (ренты, аннуитетов) и (или) с участием страхователя в инвестиционном доходе страховщика%%
%%%%%%%СЛ № 3866%18.05.2015%Добровольное личное страхование, за исключением добровольного страхования жизни%Страхование от несчастных случаев и болезней%%
%%%%%%%%%%Медицинское страхование%%
%%%%%%%ОС № 3866 - 02%20.11.2019%Обязательное государственное страхование жизни и здоровья военнослужащих в соответствии с федеральным законом от 28.03.1998 № 52-ФЗ%Обязательное государственное страхование жизни и здоровья военнослужащих, граждан, призванных на военные сборы, лиц рядового и начальствующего состава органов внутренних дел Российской Федерации, Государственной противопожарной службы, сотрудников учреждений и органов уголовно-исполнительной системы%%
"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни"""%"ООО ""Капитал Лайф Страхование Жизни"""%115035, Город Москва, г. Москва, набережная Кадашевская, дом 30%infolife@kaplife.ru; www.kaplife.ru%тел.: 8 (495) 980-79-80; факс: 8 (495) 225-94-38%7706548313.0%1047796614700.0%СЖ № 3984%25.09.2018%Добровольное страхование жизни%Страхование жизни на случай смерти, дожития до определенного возраста или срока либо наступления иного события%%
%%%%%%%%%%Пенсионное страхование%%
%%%%%%%%%%Страхование жизни с условием периодических страховых выплат (ренты, аннуитетов) и (или) с участием страхователя в инвестиционном доходе страховщика%%
%%%%%%%СЛ № 3984%25.09.2018%Добровольное личное страхование, за исключением добровольного страхования жизни%Страхование от несчастных случаев и болезней%%
%%%%%%%%%%Медицинское страхование%%
"Страховое публичное акционерное общество ""Ингосстрах"""%"СПАО ""Ингосстрах"""%115035, Город Москва, г. Москва, ул. Пятницкая, д. 12, стр. 2%ingos@ingos.ru; www.ingos.ru%тел.: 8 (495) 956-55-55, 8 (495) 956-77-77; факс: 8 (495) 641-41-14%7705042179.0%1027739362474.0%СЛ № 0928%23.09.2015%Добровольное личное страхование, за исключением добровольного страхования жизни%Страхование от несчастных случаев и болезней%%
%%%%%%%%%%Медицинское страхование%%
%%%%%%%СИ № 0928%23.09.2015%Добровольное имущественное страхование%Страхование средств наземного транспорта (за исключением средств железнодорожного транспорта)%%
%%%%%%%%%%Страхование средств железнодорожного транспорта%%
%%%%%%%%%%Страхование средств воздушного транспорта%%
%%%%%%%%%%Страхование средств водного транспорта%%
%%%%%%%%%%Страхование грузов%%
%%%%%%%%%%Сельскохозяйственное страхование (страхование урожая, сельскохозяйственных культур, многолетних насаждений, животных)%%
%%%%%%%%%%Страхование имущества юридических лиц, за исключением транспортных средств и сельскохозяйственного страхования%%
%%%%%%%%%%Страхование имущества граждан, за исключением транспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев автотранспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств воздушного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств водного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств железнодорожного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности организаций, эксплуатирующих опасные объекты%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда вследствие недостатков товаров, работ, услуг%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда третьим лицам%%
%%%%%%%%%%Страхование гражданской ответственности за неисполнение или ненадлежащее исполнение обязательств по договору%%
%%%%%%%%%%Страхование предпринимательских рисков%%
%%%%%%%%%%Страхование финансовых рисков%%
%%%%%%%ОС № 0928 - 03%23.09.2015%Обязательное страхование гражданской ответственности владельцев транспортных средств%Обязательное страхование гражданской ответственности владельцев транспортных средств%%
%%%%%%%ОС № 0928 - 04%23.09.2015%Обязательное страхование гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте%Обязательное страхование гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте%%
%%%%%%%ОС № 0928 - 05%23.09.2015%Обязательное страхование гражданской ответственности перевозчика за причинение при перевозках вреда жизни, здоровью, имуществу пассажиров%Обязательное страхование гражданской ответственности перевозчика за причинение при перевозках вреда жизни, здоровью, имуществу пассажиров%%
%%%%%%%ОС № 0928 - 02%29.03.2021%Обязательное государственное страхование жизни и здоровья военнослужащих в соответствии с федеральным законом от 28.03.1998 № 52-ФЗ%Обязательное государственное страхование жизни и здоровья военнослужащих, граждан, призванных на военные сборы, лиц рядового и начальствующего состава органов внутренних дел Российской Федерации, Государственной противопожарной службы, сотрудников учреждений и органов уголовно-исполнительной системы%%
"Общество с ограниченной ответственностью ""Кофас Рус Страховая Компания"""%"ООО ""Кофас Рус Страховая Компания"""%125047, Город Москва, г. Москва, улица Брестская 2-я, дом 8, эт. 9%office@coface.com; www.coface.ru%тел.: 8 (495 )785-57-10, 8 (495 )785-57-15%9710075134.0%1197746277277.0%СИ № 4209%22.05.2019%Добровольное имущественное страхование%Страхование средств наземного транспорта (за исключением средств железнодорожного транспорта)%%
%%%%%%%%%%Страхование средств железнодорожного транспорта%%
%%%%%%%%%%Страхование средств воздушного транспорта%%
%%%%%%%%%%Страхование средств водного транспорта%%
%%%%%%%%%%Страхование грузов%%
%%%%%%%%%%Сельскохозяйственное страхование (страхование урожая, сельскохозяйственных культур, многолетних насаждений, животных)%%
%%%%%%%%%%Страхование имущества юридических лиц, за исключением транспортных средств и сельскохозяйственного страхования%%
%%%%%%%%%%Страхование имущества граждан, за исключением транспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев автотранспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств воздушного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств водного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств железнодорожного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности организаций, эксплуатирующих опасные объекты%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда вследствие недостатков товаров, работ, услуг%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда третьим лицам%%
%%%%%%%%%%Страхование гражданской ответственности за неисполнение или ненадлежащее исполнение обязательств по договору%%
%%%%%%%%%%Страхование предпринимательских рисков%%
%%%%%%%%%%Страхование финансовых рисков%%
"Акционерное общество ""Страховая компания АСКО-Центр"""%"АО ""Страховая компания АСКО-Центр"""%305004, Курская область, г. Курск, улица Челюскинцев, дом 14%info@asko-center.ru; www.asko-center.com%тел.: 8 (4712) 58-00-85; факс: 8 (4712) 53-43-50%4629047723.0%1024600945192.0%СЛ № 2144%25.01.2021%Добровольное личное страхование, за исключением добровольного страхования жизни%Страхование от несчастных случаев и болезней%%
%%%%%%%%%%Медицинское страхование%%
%%%%%%%СИ № 2144%25.01.2021%Добровольное имущественное страхование%Страхование средств наземного транспорта (за исключением средств железнодорожного транспорта)%%
%%%%%%%%%%Страхование средств железнодорожного транспорта%%
%%%%%%%%%%Страхование средств воздушного транспорта%%
%%%%%%%%%%Страхование средств водного транспорта%%
%%%%%%%%%%Страхование грузов%%
%%%%%%%%%%Сельскохозяйственное страхование (страхование урожая, сельскохозяйственных культур, многолетних насаждений, животных)%%
%%%%%%%%%%Страхование имущества юридических лиц, за исключением транспортных средств и сельскохозяйственного страхования%%
%%%%%%%%%%Страхование имущества граждан, за исключением транспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев автотранспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств воздушного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств водного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств железнодорожного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности организаций, эксплуатирующих опасные объекты%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда вследствие недостатков товаров, работ, услуг%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда третьим лицам%%
%%%%%%%%%%Страхование гражданской ответственности за неисполнение или ненадлежащее исполнение обязательств по договору%%
%%%%%%%%%%Страхование предпринимательских рисков%%
%%%%%%%%%%Страхование финансовых рисков%%
"Акционерное общество ""Страховая бизнес группа"""%"АО ""Страховая бизнес группа"""%394018, Воронежская область, г. Воронеж, улица Платонова, дом 16%office@ibg.ru; www.ibg.ru%тел.: 8 (473) 250-20-50; факс: 8 (473) 250-20-50%3666068423.0%1023602616510.0%СЛ № 3229%02.10.2015%Добровольное личное страхование, за исключением добровольного страхования жизни%Страхование от несчастных случаев и болезней%%
%%%%%%%%%%Медицинское страхование%%
%%%%%%%СИ № 3229%02.10.2015%Добровольное имущественное страхование%Страхование средств наземного транспорта (за исключением средств железнодорожного транспорта)%%
%%%%%%%%%%Страхование средств железнодорожного транспорта%%
%%%%%%%%%%Страхование средств воздушного транспорта%%
%%%%%%%%%%Страхование средств водного транспорта%%
%%%%%%%%%%Страхование грузов%%
%%%%%%%%%%Сельскохозяйственное страхование (страхование урожая, сельскохозяйственных культур, многолетних насаждений, животных)%%
%%%%%%%%%%Страхование имущества юридических лиц, за исключением транспортных средств и сельскохозяйственного страхования%%
%%%%%%%%%%Страхование имущества граждан, за исключением транспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев автотранспортных средств%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств воздушного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств водного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности владельцев средств железнодорожного транспорта%%
%%%%%%%%%%Страхование гражданской ответственности организаций, эксплуатирующих опасные объекты%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда вследствие недостатков товаров, работ, услуг%%
%%%%%%%%%%Страхование гражданской ответственности за причинение вреда третьим лицам%%
%%%%%%%%%%Страхование гражданской ответственности за неисполнение или ненадлежащее исполнение обязательств по договору%%
%%%%%%%%%%Страхование предпринимательских рисков%%
%%%%%%%%%%Страхование финансовых рисков%%
%%%%%%%ОС № 3229 - 02%02.10.2015%Обязательное государственное страхование жизни и здоровья военнослужащих в соответствии с федеральным законом от 28.03.1998 № 52-ФЗ%Обязательное государственное страхование жизни и здоровья военнослужащих в соответствии с федеральным законом от 28.03.1998 № 52-ФЗ%%
%%%%%%%ОС № 3229 - 03%02.10.2015%Обязательное страхование гражданской ответственности владельцев транспортных средств%Обязательное страхование гражданской ответственности владельцев транспортных средств%%
%%%%%%%ОС № 3229 - 04%02.10.2015%Обязательное страхование гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте%Обязательное страхование гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте%%
%%%%%%%ОС № 3229 - 05%02.10.2015%Обязательное страхование гражданской ответственности перевозчика за причинение при перевозках вреда жизни, здоровью, имуществу пассажиров%Обязательное страхование гражданской ответственности перевозчика за причинение при перевозках вреда жизни, здоровью, имуществу пассажиров%%
"Акционерное общество ""Страховая компания ""Бестиншур"""%"АО ""СК ""Бестиншур"""%123100, Город Москва, г. Москва, вн. тер. г. муниципальный округ Пресненский, пер. Студенецкий, д. 4, помещ. 2/П%info@bestinsure.tech; www.bestinsure.tech%тел.: 8 (499) 705-92-95%2722015673.0%1022701130132.0%СЛ № 2733%21.10.2022%Добровольное личное страхование, за исключением добровольного страхования жизни%Страхование от несчастных случаев и болезней%%
%%%%%%%%%%Медицинское страхование%%
%%%%%%%СИ № 2733%21.10.2022%Добровольное имущественное страхование%Страхование средств наземного транспорта (за исключением средств железнодорожного транспорта)%%
%%%%%%%%%%Страхование средств железнодорожного транспорта%%
%%%%%%%%%%Страхование средств воздушного транспорта%%
%%%%%%%%%%Страхование средств водного транспорта%%
